title,review,date,rating,sentiment,topic
Appalling Customer Service When dealing Security,"Appalling Customer Service When dealing Security Appalling Customer Service When dealing with the Security of Your Property I was an Amazon Prime customer for 5 years, and after 4 months of couriers ignoring delivery instructions, asked Amazon to take action on drivers that refuse to to do so, as it was causing a security problem.It's important to note we have elderly parents at home that need a little extra time to respond to a courier. We also live a in time where security issues arise from time to time, particularly in urban areas.Theft can be a problem at any time but when deliveries are left unattended for any length of time, it's a red wragg to a bull! I get that drivers are generally in a rush to get to the next delivery and are human, but these days there's a noticeable trend for couriers to often ignore instructions to wait until someone answers the door,drop the item on the doorstep and move on. One customer support person informed me that these are called ""unattended deliveries"" Genius.Reporting this to their Deliveries and Logistics department turned out to be a fruitless exercise (so please save yourself the time and hope). Despite assurances to look into the problem, the problem kept reoccurring, and bizarrely logistics kept on giving the same assurances. Its eternal loop!They may well investigate the problem, whilst it continues to happen but will claim, due to GDPR and to protect the drivers identity claimants are not allowed to know the outcome of the investigation in any way. Utter garbage.So you will never know if the problem has even been addressed and since it keeps happening, whatever efforts they may or may not of made, ultimately amount to nothing. I'm sure you can spot the loophole here..I'm sure they are lovely people doing their best, but I have cancelled my prime membership and saved 9 pounds a month for a similar service - they will not offer any other resolution and, as a manager told me after 3 hours of speaking to customer support, ""we cannot change our policy and there's nothing more we can do"" Avoid this happening to you because they are not serious about your security.",2024-08-02 22:09:08+00:00,1.0,Negative,Customer Service
Admin thanks,Admin thanks Admin thanks,2024-08-03 09:09:35+00:00,5.0,Positive,Website/App
Manikandan and Gayathri from Amazon!,Manikandan and Gayathri from Amazon! I was issued a refund for an item that broke after a couple of weeks of using it. I switched banks and I updated my payment method but was still issued a refund to my old account!! I was advised by the rep AND supervisor I needed to go to the bank myself and get the money! It doesnâ€™t work like that here. I am battling cancer. I donâ€™t need to be going and standing in line to argue with a bank I donâ€™t bank with anymore. HORRIBLE CLIENT SERVICE!!,2024-08-03 10:45:32+00:00,1.0,Negative,Customer Service
Horrible delivery service,Horrible delivery service Horrible delivery service,2024-08-03 14:06:09+00:00,1.0,Negative,Delivery
Quality has gone down since Amazon first started,"Quality has gone down since Amazon first started I used to love Amazon many many years ago. Back then, when they didnâ€™t deliver on their prime promise, they refunded you your monthly prime fee. Now, so many things go wrong and they donâ€™t hold themselves accountable. 1. The customer support chat is a super hidden feature. Iâ€™ve figured out how to access it now, but they make it super hard to get in touch with someone. 2. Deliveries are never on time. They promise next day delivery but many of my orders get delayed. 3. Multiple times Iâ€™ve ordered â€œused- but in good conditionâ€ products for a smaller fee to be eco-friendly but many times items of the orders have been missing and itâ€™s on me to package everything up again and haul it to the post office for a return.",2024-08-03 16:48:16+00:00,2.0,Negative,Product Quality
LIARS,LIARS I wrote a previous review on after purchasing a fan off Amazon. Both Amazon/UPS took blatent disregard for my product and it arrived severely damaged. The woman I spoke to said she put a 20 dollar credit on my account to try to aid me in staying with the company. Thought I would give them another chance only to discover she lied & never put a credit on my account. DON'T TRUST/BELIEVE ANYTHING THESE LYING CRIMINALS TELL YOU.,2024-08-03 18:16:05+00:00,1.0,Negative,Customer Service
My review is based on customerâ€¦,My review is based on customerâ€¦ My review is based on customer service.. because there is none. Amazon has their system set up so that you're stuck talking with robots who give u options that are useless. It's nearly impossible to ever get the chance to speak with a live agent and when you do they just throw links at you and make you wait 5 mins per question. It's very frustrating and disgusting with all the money this company makes.,2024-08-03 18:16:52+00:00,1.0,Negative,Customer Service
This company went down hill in quality,"This company went down hill in quality This company went down hill in quality. They sent me the wrong product. Its going to take 30 days for me to get 300 dollars back. The product they sent was a cheaper model. They needed me to send a picture through email so they can investigate. They never followed up, a week went by i had to call again and this customer service rep was like ok i can get a refund and ups will pick it up bc i told them im not taking the day and time to bring it to a place to ship it out. They must be hiring people that dont know how to read. I sure as hell know they are outsourcing their customer service bc i can barely understand anyone. Also the delivery driver never follow my simple instructions to deliver to the back up the wooden stairs. I live on a main road and near a town with alot of bars you dont think there will be some drunk person snatching my box sometimes? Sometimes i dont get it til 10 pm and im passed out by then. This company needs to be replaced and honestly i feel like they owe alot of pwople money. I needed this computer part to work. Now im going to have to dish out more money to get one. Im sick of amazon they are a trash company.",2024-08-03 18:20:19+00:00,1.0,Negative,Product Quality
I ordered a samsung z pone6 throughâ€¦,"I ordered a samsung z pone6 throughâ€¦ I ordered a samsung z pone6 through Amazon with earphones, docking station, cover and pen the phone and earphones did not come as promised my items were lost the total cost me Â£1,756.67 the message on tracking said items were lost i called and asked what i could do and was promised the items would be delivered the earphones were delivered but no phone i called again and Amazon advisor Sam emailed me confirmation the phone had been ordered and would be with me the reason given was it is a large ticketed item and had to go through a different process i trusted him and had the email confirmation however a box from amazon has been delivered and when i opened it up there was no phone a bottle of cleaner was in the box i called to ask what i do now and was told to send it back for a refund? Obviously i am not going to be able to send the phone back i dont have for a refund and i am now waiting for a call from Amazon and to go through another few weeks or more trying to get a refund so please if your expecting a delivery make sure the driver opens the parcel before they leave. I only hope i can get the refund i will try barclays card on monday as its saturday after 5 to ask if they can help if anyone else has experienced something similar can you please advise what i should do or Amazons process",2024-08-03 19:20:14+00:00,1.0,Negative,Delivery
I had arrange for my past due to go outâ€¦,I had arrange for my past due to go outâ€¦ I had arrange for my past due to go out on August 1st 2024. They suspended my service! I made the past due amount on the 31st of July. Then the next day they took out another payment! Which made me short on my bills. The agent I talked to was rude! I been with Xfinity for awhile but seriously this was the last straw! Seriously thinking about leaving Xfinity. What happened to the customer is always right! Now I'm struggling to at my other bills because if Xfinity double charged,2024-08-03 20:39:36+00:00,1.0,Negative,Customer Service
Amazon is a thug,"Amazon is a thug Amazon is a thug, they are just working to rip you off. They try to get your money and donâ€™t give you refund when receiving a product. Avoid this scammer company",2024-08-03 21:02:41+00:00,1.0,Negative,Customer Service
Horrible experience,"Horrible experience Horrible experience. Amazon customer service is the worst. Ordered birthday presents with overnight delivery option, never received my package. Called 6 different agents, and they all keep lying to me by giving different times for delivery and at the end, still no package. I have been their customer for a long time and you think they would appreciate their customers, not at all",2024-08-04 00:23:47+00:00,1.0,Negative,Delivery
Fake promising company not deliver theâ€¦,Fake promising company not deliver theâ€¦ Fake promising company not deliver the product on time ðŸ˜” Just waste my time,2024-08-04 03:20:49+00:00,1.0,Negative,Delivery
Donâ€™t order at Amazon,"Donâ€™t order at Amazon Very bad customer service and they dont help if you have a problem. Donâ€™t order anything, your money will be gone even if you dont received your package or its broken. WATCH OUT for those thiefs!",2024-08-04 04:57:18+00:00,1.0,Negative,Customer Service
I placed an order for over $400,"I placed an order for over $400 I placed an order for over $400. Out of all of the items, only 2 were actually delivered to me. One because it was sent USPS, the other because I noticed the Amazon truck and I chased him down. I did manage to get a third item that was delivered to the wrong physical address, but I have 2 packages of USB cables and a pack of magnets that said delivered, but it was not to my address and I have not been able to find them. As for the final 2 items, they were supposed to be delivered on August 1st, but then I was sent a message saying it was delayed, it will be on August 3rd. When I reached out to customer service, I was given the run around, then finally told that if it did not arrive by the end of August 3rd to call in for a replacement. At about 8:30pm, half an hour after their own deadline for delivery. I called in for the replacements. First they say wait until the 4th, then started saying wait until the 18th of August before asking them to replace the missing items. I am charged every month for Prime, and before this past year they were usually pretty good about delivering. So far this month, the only things that have actually been delivered to me are about 5 or 6 out of over 20 items. This has gone beyond incompetence and with them thinking it is fine to make a prime member have to wait over half a month for them to get their act together is absolutely unacceptable. I was told there is a Prime guarantee, but clearly that is not true. They fail to deliver, they fail to keep their word, and now they are in fact committing fraud by saying they had a delivery guarantee and not keeping that word. I filed with the FTC and BBB because being charged that much money and then being given the run around as far as delivering what was ordered is just wrong. Do not trust Amazon to do anything other than take your money.",2024-08-04 06:04:13+00:00,1.0,Negative,Delivery
Hi have just ordered  my grocery  fromâ€¦,Hi have just ordered my grocery fromâ€¦ Hi have just ordered my grocery from Morrisons delivered by Amazon on Friday to be delivered between 4..0pm to 6.0pm did not arrive did not have the transport to deliver so decided to reorder for the Saturday ordered in the morning to be delivered between 6.0pm and 8.0pm received a message from Amazon approx 7.30pm to be told we are having trouble finding transport to deliver your goods could you wait until 10.30pm before you or we cancel the order so this one was cancelled as the first order. This service is a shambles,2024-08-04 10:22:36+00:00,1.0,Negative,Delivery
I Have been an Amazon customer for manyâ€¦,"I Have been an Amazon customer for manyâ€¦ I Have been an Amazon customer for many years, but I have now closed my account due to the continual trying to make me join Prime. I have repeatedly told them many times that I am not interested, but no the still keep pestering to join. Cancelling the account sorted that problem out. Also the last few orders I made were not delivered until late evening which also was very inconvenient, and lastly I think the sale of fake goods is on the increase, I now much prefer to shop with well known stores that you can trust rather than some unknown marketplace trader who probably has links to china",2024-08-04 10:23:37+00:00,1.0,Negative,Customer Service
Reliableâ€¦,"Reliableâ€¦ Strong focus on timely and reliable delivery services. Has a wonderful customer service chat support teams, with trustable sellers.",2024-08-04 11:32:12+00:00,5.0,Positive,Delivery
Amazon is the best site for on lineâ€¦,Amazon is the best site for on lineâ€¦ Amazon is the best site for on line shopping I buy from amazon on a regular basis.,2024-08-04 11:37:53+00:00,5.0,Positive,Website/App
Appalling!,Appalling! Package never arrived. Customer service just lied and provided a fake tracking number. Appalling delivery process and customer service.,2024-08-04 11:43:21+00:00,1.0,Negative,Delivery
ZUMZEE FEBREZE PLUG INS.,ZUMZEE FEBREZE PLUG INS. ZUMZEE was advertising 3x Febreze plug in Air Fresheners for Â£13.99. I purchased 2 packs total Â£27.98. Very quick delivery. They looked like previous Febreze plug in packs. However they are very poor quality and hardly any perfume from them. Possibly they are like scented water. I will not buy any more.,2024-08-04 15:31:52+00:00,2.0,Negative,Product Quality
Withholding my refund!,"Withholding my refund! Withholding my refund!I get a different unknowledgable adviser every time I make contact with amazon and a totally different response with no resolve. I was issued a refund by amazon of Â£48.99 a few weeks back. I changed bank accounts a few months back and am advised by amazon that my refund has gone to the original payment method?? This does not exist anymore. My new bank has not received the refund either as the switch service has expired. So, basically amazon are refusing to give me my refund!",2024-08-04 17:55:44+00:00,1.0,Negative,Customer Service
Unbelievable how CS only wants to dictate results,"Unbelievable how CS only wants to dictate results I will keep it short and say, that when it doesn't fit in the script, they don't care. Your problem might be new, unusual, or otherwise unique, which means it can't be handled and they don't care to find someone to handle it. Also, when they do the wrong thing, they stonewall you into giving up. Their immediate response when asking for a supervisor, is they are the last line of customer assistance and no one else can help, is ridiculous, especially when it is not true. I mentioned to them, there is always information on Google and other methods, their response was I was a fool for believing Google. All I needed help with was getting a replacement for a faulty item that I knew to exactly what I wanted. All they could do was give excuses and make promises they would not keep.",2024-08-04 18:13:23+00:00,2.0,Negative,Customer Service
Poor book department,"Poor book department I normally give full marks for your efficiency, and still do for everything else, but not your book department I have given it zero.first I am convinced that no one in the department has ever read a book, they know nothing about them.their R hand doesnâ€™t know what their l is doing, finding a book is like mining for gold.In short, a reorganisation is called for, with a new head",2024-08-04 19:59:44+00:00,1.0,Negative,Customer Service
donâ€™t pay for prime as items are not delivered the following day,"donâ€™t pay for prime as items are not delivered the following day i pay for prime but a number of items have not been delivered the following day in different days over the past week, therefore not reliable and will not be used in the future.",2024-08-04 23:32:00+00:00,1.0,Negative,Delivery
Amazon grew to fame and profit byâ€¦,"Amazon grew to fame and profit byâ€¦ Amazon grew to fame and profit by excellent customer service and policies that made it difficult to shop elsewhere. That is all in the past now. The company now frequently abuses customers by not following their policies, and eliminating the original policies that got them their customer base. Prime membership used to get privledges... not any more (prime video even has commercials now) and other companies provide free shipping frequently and without having to pay membership. Returns are now a major hassle, even having to print labels and box yourself before bringing to shippper. And then once returned they complain about missing parts that were disposable and had to be used to try out the product before returning. AND refunds on returns are delayed for a long time... I retunred an item with Amazon more than a week ago and have yet to receive my refund... customer service chat will not allow me to connect until five business days beyond actual receipt date. It has now been five business days and still no refund and no way to chat about why. I returned a more expensive item to Temu five days later than my Amazon return and already received that refund in my bank account.",2024-08-05 13:32:02+00:00,1.0,Negative,Customer Service
ok service good,ok service good Review text not found,2024-08-05 13:45:08+00:00,4.0,Positive,Customer Service
RIP OFF ! It so filled with CRAP !,"RIP OFF ! It so filled with CRAP ! It so filled with impossible to sell CRAP and unending unmemorised criteria, causing the page to switch from category to category ON ITS OWN to deroute you, I bet that freaking China runs this HIDEOUS website that sells the highest priced RUBBISH on earth! It should be SHUT DOWN, it rips every client off worse than one could imagine. Bezos can run his life from stolen monies, but God will catch up with him in the end, then we'll see who's got the last laugh. AVOID this highway robbery business at all costs. It is self-manned, uncleaned and must be shut down!",2024-08-05 14:18:29+00:00,1.0,Negative,Website/App
I think Amazon is losing its control ofâ€¦,"I think Amazon is losing its control ofâ€¦ I think Amazon is losing its control of deliveries. I am a Prime member and Amazon customer for over 10 years. This is the second time they tell me my package is probably lost. The first was a couple of months ago, a cordless vacuum I had to cancel the order after 10 days of no arrival. Now, I keep waiting for another order that has been tracked all the way to my local area. Its been four days and it now says that ""the package may be lost"". They have been very good in the past but I cant hide my disappointment when this happens. COMON, AMAZON..GET A GRIP!!!",2024-08-05 14:31:39+00:00,4.0,Negative,Delivery
Unprofessional support from amazon can make you big toubles with law,"Unprofessional support from amazon can make you big toubles with law My order was delayed in delivery and when I finally recieve mail with hours of deliveri, I site all that time at entrance of my home. There was no my package or any signs of delivery service, but at 15:58 status was changed to ""delivered"". I ask custom service about investigation and was very surptized: they ask me to go to local police and report of stilling. This is how amazon trying not only to shift it's responcibility to me, but also because of very unprofessional service make big troubles to it's customers: if I was sitting all time at door, and see that package was not delivered and noone still it, it mean that I will make false statement and will have big troubles. THIS IS HOW AMAZON SERVICE UNPROFESSIONAL. And I was just asking to proof of delivery and investigation.",2024-08-05 18:34:19+00:00,1.0,Negative,Customer Service
Amazon Is A Scam with Horrible Outsourced Customer Service that hates Americans,"Amazon Is A Scam with Horrible Outsourced Customer Service that hates Americans This company is horrible. I ordered 120 books that did not arrive. Their outsourced, horrible customer service keeps dropping my calls and chats and tell me that I must file a police report because the items were stolen. That is not true. They never arrived. Period. Someone at Amazon is probably selling the books on another venue as we speak, but they refused to send me a replacement or give a refund. They tell me to send them pictures of books that did not arrive. Or they were stolen. Or ? I am out 562 dollars in the Amazon scam! This is what happens when a company is outsourced to a warring country like China. I hate Amazon. I am quitting in altogether.",2024-08-05 18:36:15+00:00,1.0,Negative,Customer Service
Bought an item and it didnâ€™t arrive,"Bought an item and it didnâ€™t arrive Bought an item and it didnâ€™t arrive. No tracking and no contact details for seller. Contacted Amazon for a refund who couldnâ€™t care less (Shivani) and kept telling me to contact the seller. I advised them I already had 5 days ago and they told me to keep trying and refused a refund. They also refused to provide me with any complaint details. So now I have no item, the seller has my money and no one at Amazon will help. Completely disgusting.",2024-08-05 21:51:41+00:00,1.0,Negative,Delivery
Asinine,"Asinine Absolutely asinine that I HAVE to be home and use this security pass code you've enacted. I HAVE to be home from work when the package is being delivered so I'm losing money cuz of you clowns. This security code should be OPTIONAL, not mandatory. I don't live in a neighborhood where stuff is getting snatched left and right. This is worse than Walmart putting EVERYTHING behind locked glass. I shouldn't have to be present with a pass word for a pair of shades that aren't even that expensive. Ridiculous!",2024-08-05 22:29:20+00:00,1.0,Negative,Delivery
Big fraud people,Big fraud people Big fraud people. Amazon delivery driver broke my property while delivering packages. I called up more than 5 times no one listening. Very poor customer service and horrible supervisors,2024-08-06 02:24:52+00:00,1.0,Negative,Customer Service
2 day delivery is false advertising,"2 day delivery is false advertising 2 day delivery is false advertising. Sometimes I get my packages.in 2 days, most of the time I don't. But I suppose Amazon can do what they want",2024-08-06 02:36:12+00:00,2.0,Negative,Delivery
The bundle is worth the price to me.,"The bundle is worth the price to me. I've been a subscriber for the last 10 years, and for the fee, I get Premium TV/Movies, Streaming Music, and free shipping, and expedited service on my orders. I don't want to leave the house anymore than I have to, and Amazon is my store for everything. Plus, they allow small businesses to put their products on the site. Most folks just want to complain about ""big businesses"", but I have gratitude for Amazon, and Apple for making my life easier.",2024-08-06 03:51:02+00:00,5.0,Positive,Pricing
Just the Worse website and marketplaceâ€¦,"Just the Worse website and marketplaceâ€¦ Just the Worse website and marketplace in the world!Theres nothing here positive, overall they have the highest price for any item I ever see, offcourse as a trick they have probably less them 1% of product priced competitively to make you think they are cheap, but they are not! It's not normal this website have buyers even,overall they are so expensive, slow shipping, and you will never know when they debit your card without authorization! This site is totally out of law, they violate all laws of any country, and offcourse they need to be shutdown!",2024-08-06 09:25:11+00:00,1.0,Negative,Website/App
Delivery driver side swipes my car andâ€¦,Delivery driver side swipes my car andâ€¦ Delivery driver side swipes my car and leaves his van half parked diagonally on road and rest on the pavement contact customer service all they can say is sorry won't happen again... Well your right their as the next time this driver is in the street his vans getting took off him! Absolutely appalling service and the customer service is non existent,2024-08-06 09:46:51+00:00,1.0,Negative,Customer Service
Man Amazon used to be the bomb,"Man Amazon used to be the bomb Man Amazon used to be the bomb! Now it sucks most days, prices are up quality is down and prime shipping is a joke! 8 days for prime delivery on the last item I shopped for ðŸ¤£ðŸ˜‚ Amazon is no longer my go to for everything thatâ€™s for sure. Lots of big stores offer free shipping now and lots of better deals out there so shop around!",2024-08-06 17:03:16+00:00,1.0,Negative,Delivery
Ordered Monday for Tuesday delivery,"Ordered Monday for Tuesday delivery Ordered Monday for Tuesday delivery, just emailed me my delivery will arrive on Thursday. Amazon has got so far down hill. Shocking",2024-08-06 18:10:05+00:00,1.0,Negative,Delivery
What's all this dissing on Amazon,"What's all this dissing on Amazon What's all this dissing on Amazon? I've bought groceries, books, and household stuff from them for just years and years. Very seldom has there been a problem, and if there is one, they fix it. Right away. You don't have to wait long for your items, either. Last week, I bought from another store, Walmart, and my items are still dribbling in. I had to borrow toilet paper from my neighbor because Walmart is so slow.",2024-08-06 19:48:11+00:00,5.0,Positive,Delivery
Amazon prime,"Amazon prime Amzncombill, WA. I have Amazon Prime included with my phone plan. Several times they have tried to hit my checking account for $15.93. I called customer service, multiple times, I got the run around, assuring myself, they would stop trying to charge my account, they lied..alot.",2024-08-06 23:41:59+00:00,1.0,Negative,Customer Service
Not good at all,Not good at all Not good at allLots of errors in delivery of orders,2024-08-07 04:43:11+00:00,2.0,Negative,Delivery
Check order haven't received,Check order haven't received Check order haven't received,2024-08-07 05:52:00+00:00,1.0,Negative,Delivery
crazy,"crazy me: opened an account, check email, check telnr, check card, paid one item amazon: account suspendet because of unsual activityhow crazy can it get",2024-08-07 09:41:07+00:00,1.0,Negative,Website/App
I've had an average experience withâ€¦,"I've had an average experience withâ€¦ I've had an average experience with Amazon.com. The site offers a vast selection of products, and it's generally easy to find what I'm looking for. However, there have been a few instances where the delivery was delayed, which was quite frustrating.The customer service is decent, but there have been times when resolving issues took longer than expected. Prices are usually competitive, but occasionally I find better deals elsewhere. Overall, Amazon.com is convenient for many purchases, but there is definitely room for improvement in their delivery and customer support services.",2024-08-07 12:39:58+00:00,3.0,Neutral,Delivery
Amazon.com turning into a low levelâ€¦,Amazon.com turning into a low levelâ€¦ Amazon.com turning into a low level online shopping source and negative overall experience. Delayed orders. Lost orders. Wrong orders. Questionable product authenticity. Dog and pony show customer service chat dialog. Place is no longer what it once was. Prices aren't even that competitive. Pushing Prime membership relentlessly. Maybe that's the problem. Not a member not a customer,2024-08-07 15:01:10+00:00,1.0,Negative,Delivery
Sweet smelling box and broken glass,"Sweet smelling box and broken glass Ordered a mens fragrance called BOSS in 100ml size. Clearly they always come in a glass bottle, and Amazon dispatch, shipped it in a cardboard box with no protection. It arrived as a sweet smelling box with broken glass. Hardly surprising. Whats happening at Amazon? they seem hell bent on annoying customers with awful service. So far its all they do well!!!",2024-08-07 15:59:35+00:00,2.0,Negative,Product Quality
Customer Service more like Customerâ€¦,"Customer Service more like Customerâ€¦ Customer Service more like Customer DisserviceAfter today's experience I'm considering to cancel my Amazon Prime subscription and avoid this company like a plague.I work in customer service and never ever have I experienced such a bad service when inquiring after my parcel, which was ""delivered to a resident"" - it just begs the question who the resident is my parcel was delivered to. I have several and now obviously Amazon expects me to check in with each and every one of them. Not the standards I'm used to and seriously, the service is despicable, no help at all!!!! That's it, I'm done, a loyal customer is quitting you.",2024-08-07 16:52:02+00:00,1.0,Negative,Customer Service
Cant get it right!,"Cant get it right! Constantly deliver to the wrong address. They also constantly over charge me, sometimes 2/3 times in one month. I have to jump through hoops to get my money back. Amazon has gone so far down hill, and very fast. You can talk to umpteen staff members and noone is on the same page. I will spend a little more money shopping else where, and lose the ease of delivery. By the time i get my product, and the charges corrected. It is never worth my time or the ""deal"" i think i got. I use to love Amazon. Not worth my prime membership or my mental health. Amazon needs to get it together!",2024-08-07 17:48:20+00:00,1.0,Negative,Delivery
I purchased my first ever buy of amazonâ€¦,"I purchased my first ever buy of amazonâ€¦ I purchased my first ever buy of amazon Monday as the item I needed was their and next day delivery with free 1 month prime, so I opted in and the delivery was 7pm Tuesday night this changed to 7pm Wednesday night and then 10pm Wednesday night, Tuesday was good as I was of work but in work Wednesday 3- midnight, anyhow on Tuesday amazon said the new delivery was Wednesday 1:30-2:30 pm, this was good, however the parcel was not delivered and went back to 10pm Wednesday, now I'm at work and recieved a message saying the parcel as been delivered at 4:48, and now it's started to rain, I made plans for a family member to go around at half 9, seems to me amazon is not as good as people have made out, I will use amazon ad a last resort, I hope my parcel will be their when I finish work and isn't damaged from the rain, fingers crossed",2024-08-07 18:21:27+00:00,1.0,Negative,Delivery
Refund Policy Change,"Refund Policy Change I have decided to not renew my membership with Amazon, as a result of their decision to change the return and refund policy. Specifically, after returning an item for a refund - I received notification that it would take appropriately 30 days to receive said fund. This change to their refund policy is totally unacceptable.",2024-08-07 18:45:13+00:00,1.0,Negative,Customer Service
packages are always late,"packages are always late Everytime I place an order, amazon changes the delivery date. Lately almost every order gets delayed in shipping. Amazon has become very unreliable.",2024-08-08 01:19:29+00:00,1.0,Negative,Delivery
Deserves more than a 1.7,"Deserves more than a 1.7 I mean it's really not that bad. Although I usually just get a free trial, and order something once a year. But when I do the product is decent.",2024-08-08 03:48:50+00:00,3.0,Neutral,Product Quality
Late review,"Late review This late review is ONLY for 2 things; my experience buying a physical book in 2008 (Yeah, I know) and Amazon Prime Video in 2023: Everything went smoothly. No complains.",2024-08-08 11:24:13+00:00,5.0,Positive,Website/App
Great service & delivery,"Great service & delivery Ordered a various range of items, they were delivered the next day and the quality was top notch!",2024-08-08 12:38:49+00:00,5.0,Positive,Delivery
Deliveries Totally Unreliable,Deliveries Totally Unreliable Why have your drivers developed a lazy approach and tendency to deny the truth. As a Prime customer I am getting issues 30% of the time. Not reliable anymore.,2024-08-08 15:27:49+00:00,1.0,Negative,Delivery
Disgusted!,"Disgusted! Disgusted!I had the misfortune to use a 3rd party seller First4Spares on Amazon and they processed a CANCELLED order hence taking my money and sending out goods I did not want. The goods have not arrived, the 3rd party seller will not acknowledge any communication and Amazon will not intervene. S please tell me Amazon how I am supposed to get my money back? To allow a fraudulent seller access to your website and take people's hard earned money is just disgusting and I am appalled that you will not step in and sort this out. Absolutely shocking customer service from Amazon - be mindful of this when using their site that you are not engaging with a 3rd party seller as if it goes wrong Amazon will do b&&ger all to assist you in getting your money back",2024-08-08 16:35:54+00:00,1.0,Negative,Customer Service
The Late Great Amazon Experiment!,"The Late Great Amazon Experiment! I am a Amazon Prime member and have noticed a huge decline in their Customer Service and their delivery service. They just shipped the wrong items and would not re-ship one of the items because it is a liquid vitamin. I had to go online, reorder and yell at the third world call center employee that Amazon is getting worse, not better and they are going to lose my business. In his very difficult to understand foreign accent he said, ""Yes I understand Sir, but there is nothing that we can do about it."" Then I had to take the wrong item to a UPS Store 8 miles away and send it back to them. They would not pick it up and told me that I would be charged for the wrong item if I did not return it.Amazon has ""grown"" into a huge, lumbering, Federal Government Agency that has totally lost sight of the original reason that people started buying from them!",2024-08-08 17:29:27+00:00,1.0,Negative,Customer Service
I ordered a new kindle,"I ordered a new kindle I ordered a new kindle, but what arrived was a bottle of mr muscle drain cleaner. What a hassle trying to get through to customer service.what a load of rubbish they are.instead of realising that the item I bought was Â£98 and what was delivered was a Â£3 bottle of cleaner.eventually promised a kindle would be delivered by 10 this morning via Royal Mail.I am still waiting for amazons delivery ,could be after 7 tonight .then this old lady has to take ridiculous bottle of drain cleaning to a post office.Their mistake or whatever and I have to try to get to post office to return it 6/8/24 I ordered kindle for delivery 7/8/24",2024-08-08 18:01:28+00:00,1.0,Negative,Delivery
Amazon.com is a nightmare lately,"Amazon.com is a nightmare lately Amazon.com is a nightmare lately. I purchased an item on July 20 th and still is not delivered. My contact with Amazon customer service and online had no resolutions. I tried to post my review about the seller 2 times but Amazon removed it. Amazon is not being monitored, investigated and not to be trusted. All reviews are fake.",2024-08-08 19:53:21+00:00,1.0,Negative,Website/App
Sent wrong item,"Sent wrong item Sent wrong item, 15 meter garden hose instead of 50 meter, Â£11.99 instead of Â£6.99. I strongly feel I have been conned by Amazon-will always buy locally from now on-Amazon gone down hill big time. My advice is to leave them alone.",2024-08-08 21:45:12+00:00,1.0,Negative,Delivery
getting worse,"getting worse getting worseFirst their shipping agent loses my orderSecond waste 3 hours on chat because call me feature on app does not work. so cancelled order requested refund which agent confirmed and closed account they have been so bad recently.Third a week later package shows up with knife mark and empty package is stuffed through letter boxFourth refund still not processed but because account I had to set up new accountFifth set up new account so could contact themsixth call me facility does not work error message each time. agents kept sending me link to same still does not work.Seventh after an hour on chat repeatedly telling agent I cannot call UK on my plan and I live alone, they tell me they cannot verify without a phone call.Eighth tell they cannot call me so just end the chat abruptly and this was a super viser",2024-08-09 00:15:30+00:00,1.0,Negative,Customer Service
Customer service is awful,Customer service is awful Customer service is awful. I went from being a frequent shopper to looking for other companies to do busines with.,2024-08-09 00:58:02+00:00,1.0,Negative,Customer Service
I will never use Amazon again,"I will never use Amazon again I will never use Amazon again. I placed an order using a gift card and free shipping. 3 days after placing the email I noticed my card was never charged, so I contacted Amazon. I was told it just needed approved and told a completely different amount. They claimed I had no gift card, then all of a sudden I had $12 (I had much more than that). I argued with them, I sent them screenshots of my order but they just kept saying I only had $12 and Amazon has been glitching out. Ok, whatever, I'll pay the extra 3 bucks. 2 hours after being charged I noticed a 2nd charge from Amazon. I contacted Amazon again and they told me it was to cover the rest of my order. I argued with them, I sent them screenshot shots of my order and of the conversation I had through chat and informed them I had the phone call recorded as well. I was told I'd be refunded the 2nd charge and even got an email about it. 8 business days I still wasn't refunded, so I contacted Amazon again, and they claimed to have no clue about a refund, I sent them the screenshots of my order, the chats, the email about the refund and informed them I had the previous phone calls recorded as well. The guy straight up said, ""you were lied to, there is no refund. The extra charge was to cover your order"". I informed the guy that I was saving the conversation and phone calls and reporting fraud to my card company, which I did. Amazon was trying to get my credit card company to wait a other 15 days and I straight up told my card company NO, that I don't trust Amazon at all and they are a bunch of thieves and I want to file immediately, which they did. The costumer service personnel are in India, and they are rude as hell. And considering India has the largest scamming system, why would any company outsource to them???!!! Screw Amazon, never using them again, canceled my prime, husband canceled his as well.",2024-08-09 01:25:13+00:00,1.0,Negative,Customer Service
jeff bezo can suck my massive ....,jeff bezo can suck my massive .... Review text not found,2024-08-09 05:06:43+00:00,1.0,Negative,Customer Service
Worst ever company,"Worst ever company Worst ever company. I have never dealt with such an incompetent bunch of morons. How this company seizes to exist amazes me because their customer service is non existent. Listing products, an absolute nightmare.I will provide an example of just how idiotic they are.I have been sending the same clear message regarding why Generic is in my product title when there is a brand associated with it. 10 times and mind u, it is still ongoing, i have sent the exact same message asking them to remove the term generic from the title and they keep sending me the exact same automated responses.I have came to the conclusion i am speaking with low level ai bots.Another example. I sent an order to a customer as per delivery address. It couldn't be delivered because of a insufficient address. I asked the customer to pay for re delivery and what does this disgusting company called Amazon do. They refund the customer in full making me lose out on the shipping from the customer's address and back to me. Disgraceful. When it comes to customer service, there will never be anything worse then Amazon",2024-08-09 07:46:23+00:00,1.0,Negative,Customer Service
